step,type,amount,isFraud
404,0,84742.98,0
279,0,347993.92,0
281,0,130356.9,0
401,0,14238.06,0
330,0,90775.66,0
403,0,49766.96,0
687,0,208702.65,0
399,0,52175.08,0
393,0,141551.47,0
395,0,40149.58,0
595,0,87222.55,0
332,0,149813.97,0
395,0,112244.98,0
404,0,137613.23,0
161,0,92719.88,0
298,0,207918.44,0
724,1,72389.42,1
374,0,278892.63,0
400,0,83335.87,0
257,0,203371.44,0
514,0,11389.01,0
348,0,10097.03,0
249,0,58712.31,0
376,0,278306.29,0
370,0,117354.39,0
347,0,427769.99,0
352,0,128750.3,0
330,0,32411.68,0
354,0,111118.37,0
238,0,145819.92,0
500,0,96161.47,0
321,0,73315.36,0
300,0,269652.35,0
709,1,14148.64,1
322,0,29907.4,0
228,0,159439.95,0
404,0,383327.69,0
382,0,198325.26,0
238,0,99920.81,0
640,0,483666.38,0
331,0,312861.11,0
596,0,30023.63,0
333,0,173641.55,0
298,0,105468.44,0
137,0,358789.13,0
280,0,86387.78,0
565,0,526442.76,0
234,0,31733.23,0
260,0,88222.39,0
259,0,59778.68,0
279,0,74723.82,0
402,0,54921.82,0
323,0,6133.77,0
594,0,76166.45,0
691,0,222870.79,0
382,0,19754.61,0
348,0,28125.07,0
596,0,17772.68,0
235,0,84994.54,0
275,0,291686.73,0
307,0,50011.07,0
369,0,18985.87,0
379,0,145686.08,0
397,0,284653.71,0
279,1,165828.26,0
567,0,314078.26,0
347,0,123684.56,0
302,0,9883.4,0
522,1,13176.53,0
306,0,76488.27,0
395,0,285315.08,0
406,1,163865.15,0
329,0,66979.25,0
397,0,92342.18,0
637,0,211353.13,0
355,0,279712.99,0
324,0,162003.71,0
402,0,60429.35,0
297,0,166858.1,0
429,0,235981.05,0
304,0,241217.56,0
332,0,104311.58,0
346,0,87493.99,0
377,1,122828.1,0
160,0,15020.8,0
684,0,33895.91,0
373,0,55449.6,0
354,0,37238.69,0
325,0,101520.89,0
378,0,202182.63,0
670,0,6917.17,0
401,0,5570.62,0
396,0,320526.28,0
589,0,168896.06,0
552,1,89734.85,0
394,0,197702.66,0
330,1,91686.99,0
373,0,402910.25,0
393,0,262960.45,0
329,0,208428.41,0
322,0,42590.19,0
518,0,349934.77,0
356,0,109601.32,0
690,0,451507.91,0
397,0,247561.31,0
353,0,64236.75,0
400,0,422593.77,0
404,0,93214.36,0
228,0,247800.94,0
378,0,48748.39,0
396,0,163580.54,0
592,0,320679.41,0
327,0,215705.32,0
349,0,195193.4,0
325,0,323925.04,0
351,0,10097.39,0
329,0,105016.92,0
277,0,8818.45,0
395,0,252623.01,0
547,0,149463.5,0
355,0,12218.97,0
379,0,123276.22,0
206,0,193030.51,0
428,0,137483.25,0
563,0,197083.4,0
688,0,293570.62,0
252,0,105051.74,0
546,0,155499.48,0
394,0,164487.48,0
278,0,1322.77,0
715,0,136114.84,0
669,1,106290.68,1
323,0,242258.42,0
373,0,92306.04,0
373,0,53699.58,0
382,0,71868.1,0
524,1,157569.32,0
688,0,41158.87,0
371,0,77211.04,0
303,0,9527.23,0
374,0,62876.0,0
646,1,43071.62,1
278,1,47185.43,0
661,0,235137.88,0
380,0,34754.2,0
402,0,29389.57,0
687,0,165824.92,0
571,0,79158.06,0
275,0,316584.85,0
590,0,274198.8,0
349,0,152118.36,0
327,0,442175.31,0
590,0,37618.67,0
298,0,47710.26,0
300,0,444744.46,0
398,0,161756.45,0
564,0,261105.76,0
212,0,67646.38,0
326,0,42408.34,0
282,0,51269.31,0
574,0,38906.03,0
352,0,342551.42,0
369,0,89596.79,1
226,0,49079.25,0
371,0,214586.45,0
276,0,208255.99,0
522,0,289624.04,0
321,0,12871.08,0
379,1,140497.34,0
348,0,1452.44,0
401,0,121613.24,0
331,0,51872.16,0
356,0,125443.9,0
216,1,31358.72,1
283,0,131011.73,0
353,0,73023.41,0
309,0,33463.63,0
397,0,291979.67,0
402,0,295245.49,0
275,0,18526.2,0
371,0,5185.09,0
205,0,140106.86,0
550,0,152418.41,0
324,0,201172.07,0
399,0,262356.11,0
354,0,98966.68,0
396,0,334273.61,0
395,0,336969.53,0
252,0,89844.66,0
378,0,181388.9,0
614,0,114186.17,0
322,0,117427.43,0
326,0,213951.63,0
44,0,142554.64,0
395,0,244691.91,0
394,0,118183.2,0
327,0,144903.2,0
402,0,214495.53,0
401,0,89333.88,0
403,0,158568.18,0
407,0,103861.02,0
402,0,225631.92,0
564,0,12049.13,0
372,0,166687.15,0
416,0,361363.47,0
596,0,110895.47,0
380,0,150737.22,0
637,0,60535.44,0
307,0,111904.83,0
406,1,108296.01,0
280,0,55618.4,0
592,0,134822.01,0
596,0,166943.52,0
379,0,98600.78,0
371,0,330963.33,0
254,0,344946.2,0
400,0,342657.43,0
305,0,54743.35,0
403,0,174293.94,0
322,0,104268.32,0
249,0,189373.41,0
585,0,416174.76,0
376,0,503965.08,0
236,0,40203.82,0
251,0,197352.36,0
637,0,17399.42,0
326,0,153834.85,0
378,0,89517.48,0
329,0,67863.98,0
379,0,120189.66,0
348,0,56776.84,0
522,0,213976.94,0
283,0,166381.76,0
332,0,123073.19,0
397,0,360491.12,0
332,0,80490.06,0
251,0,181946.22,0
710,0,486556.31,0
370,0,90511.82,0
282,0,32056.03,0
307,0,148449.24,0
404,0,47706.41,0
710,0,349678.9,0
306,0,68942.07,0
500,0,230126.08,0
353,0,255318.21,0
715,0,40215.87,0
396,0,128846.04,0
375,0,115567.41,0
311,0,9143.06,0
297,0,250529.92,0
256,0,189551.56,0
324,0,161313.76,0
350,0,172038.07,0
330,0,64202.39,0
394,0,173941.97,0
355,0,8221.67,0
165,0,45437.32,0
379,0,141494.44,0
571,0,258089.61,0
322,0,285102.66,0
376,0,136189.6,0
403,0,236233.09,0
594,0,150508.33,0
395,0,74699.96,0
538,0,85064.67,0
329,0,40730.03,0
571,0,4921.57,0
381,0,88351.15,0
500,0,188677.35,0
396,0,63502.36,0
380,0,22803.2,0
212,0,40381.33,0
226,0,243749.12,0
211,0,201831.42,0
253,0,73009.12,0
306,0,358960.07,0
186,0,28766.39,0
141,0,135057.28,0
354,0,172715.82,0
297,0,138323.42,0
547,1,133243.91,0
300,0,203016.38,0
253,0,303629.71,0
355,0,28605.94,0
379,0,118410.45,0
301,1,86471.49,0
350,0,114349.2,0
202,0,158616.14,0
207,0,175249.5,0
360,0,56827.78,0
397,0,53757.09,0
402,0,53830.72,0
397,0,189050.91,0
617,1,88696.32,0
401,0,160256.74,0
322,0,110984.73,0
236,0,132214.89,0
375,0,76124.03,0
235,0,79782.57,0
375,0,198594.87,0
380,0,106268.51,0
681,0,283137.71,0
394,0,209997.58,0
397,0,138364.27,0
159,0,26595.67,0
691,0,250832.67,0
451,0,36272.61,0
714,0,128607.98,0
276,0,10809.8,0
403,0,22025.39,0
281,1,192972.1,0
262,0,87234.75,0
522,0,198548.52,0
308,0,177532.22,0
300,0,21712.59,0
300,0,448103.99,0
426,0,30896.85,0
280,0,245767.18,0
183,0,16988.22,0
590,0,207092.58,0
396,0,288504.53,0
351,0,79444.94,0
190,0,162858.57,0
280,0,237431.52,0
524,0,206572.04,0
373,0,112954.24,0
234,0,358191.35,0
225,0,214014.21,0
377,0,325125.4,0
404,0,35887.04,0
351,0,177982.33,0
592,0,187412.44,0
525,0,81920.72,0
403,0,84237.7,0
402,0,170598.84,0
235,0,35543.62,0
518,0,248277.09,0
308,0,177734.7,0
403,1,37273.36,0
434,0,4152987.1,1
283,1,18457.6,0
692,0,193161.58,0
322,0,196595.44,0
276,0,78363.71,0
394,0,52260.04,0
372,0,11652.93,0
617,1,101465.95,0
471,0,62967.69,0
397,0,445849.09,0
348,0,664914.55,0
284,0,64023.16,0
681,0,8104557.88,1
301,0,156455.64,0
563,0,179761.17,0
550,1,87833.7,0
379,0,124856.45,0
661,0,171832.36,0
692,0,149089.37,0
327,0,286094.74,0
202,0,22304.78,0
281,0,1018.08,0
377,0,230176.02,0
684,0,223790.29,0
544,0,316218.58,0
332,0,24863.75,0
570,0,31162.81,0
225,0,57304.38,0
570,0,63048.43,0
356,0,16604.97,0
300,0,123713.66,0
306,0,32420.89,0
688,0,397963.73,0
212,0,149695.56,0
540,0,176912.93,0
372,0,282671.55,0
661,0,36813.68,0
303,0,672566.76,0
379,0,192798.53,0
402,1,111185.15,0
307,0,18628.47,0
350,0,65036.92,0
356,0,54332.11,0
260,0,38506.88,0
284,0,137986.88,0
234,0,259702.47,0
201,0,161601.24,0
323,0,210669.1,0
308,0,85384.08,0
275,0,10309.62,0
227,0,80031.04,0
397,0,156974.19,0
400,0,172509.12,0
395,0,91535.43,0
334,0,183944.35,0
394,0,213229.91,0
279,0,193702.74,0
402,0,430739.27,0
347,0,75222.31,0
500,0,3163.6,0
131,0,163977.66,0
322,0,53880.99,0
348,0,351370.93,0
259,0,160878.05,0
404,0,159633.78,0
41,0,45575.12,0
332,0,49192.77,0
235,0,60947.06,0
564,0,231916.58,0
375,0,120928.54,0
394,0,164404.51,0
402,0,220274.92,0
257,0,268825.46,0
355,0,42388.59,0
374,0,27440.82,0
370,0,188615.88,0
522,0,59192.39,0
398,0,16277.94,0
476,1,93645.08,0
371,0,135264.58,0
357,0,54419.66,0
306,0,81740.91,0
278,0,14172.31,0
684,0,8365.67,0
277,0,128733.72,0
159,0,10547.1,0
184,0,46136.97,0
330,0,198451.62,0
255,1,104419.34,0
379,0,195551.38,0
394,0,26230.8,0
403,0,284844.66,0
395,0,23004.26,0
304,0,212873.92,0
589,0,257741.57,0
180,0,25288.64,0
666,0,113336.41,1
354,0,254326.31,0
211,0,245515.43,0
371,1,27328.73,0
426,0,8939.8,0
185,0,59612.2,0
382,0,242362.29,0
186,0,63351.78,0
299,1,155091.22,0
284,0,29884.75,0
403,0,190311.77,0
573,0,70119.8,0
257,0,1936.23,0
589,0,92768.43,0
621,0,63975.07,0
354,0,196310.93,0
305,0,181779.35,0
565,0,55240.85,0
474,0,150629.48,0
345,0,454471.22,0
281,0,182045.39,0
279,0,90667.28,0
346,0,89669.91,0
373,0,47569.75,0
487,0,1610110.66,1
331,0,219940.02,0
257,0,13923.77,0
514,0,15983.45,0
185,0,63585.51,0
428,0,44594.71,0
355,0,132230.15,0
352,0,96787.39,0
289,1,34509.5,0
403,0,5637.55,0
698,1,131842.85,1
596,1,14675.53,0
403,0,49726.53,0
739,1,194521.28,1
404,0,59480.26,0
378,0,164793.57,0
277,0,39748.29,0
597,0,161157.27,0
396,0,223294.33,0
255,0,42273.1,0
563,0,247980.27,0
353,0,58208.55,0
346,0,251577.21,0
587,0,18390.22,0
298,0,94861.78,0
514,0,287063.82,0
278,0,115456.88,0
399,0,96522.23,0
399,0,220208.83,0
710,0,52105.16,0
381,0,177799.84,0
353,0,95567.68,0
540,0,219558.82,0
330,0,231717.58,0
307,0,120577.94,0
183,0,98380.29,0
354,0,39078.41,0
595,0,22718.36,0
302,0,123050.42,0
374,0,258224.75,0
330,0,55575.22,0
372,0,124053.34,0
563,0,122337.01,0
573,1,127139.93,0
260,0,126209.02,0
398,0,16437.3,0
322,0,305848.36,0
710,1,131001.08,0
426,0,20588.82,0
324,0,215680.0,0
379,0,94851.99,0
353,0,92521.47,0
354,0,500696.36,0
402,0,138945.0,0
692,0,156091.84,0
308,0,211189.5,0
400,0,136952.61,0
403,0,72151.97,0
373,0,39896.41,0
282,0,170330.61,0
184,1,39582.41,0
514,0,38125.19,0
522,0,2182.42,0
474,0,390022.77,0
205,0,64684.42,0
375,0,256566.63,0
522,0,160197.6,0
590,0,17054.8,0
307,0,218916.5,0
300,0,392053.53,0
356,0,60863.97,0
227,0,43382.64,0
325,0,120015.42,0
374,0,243999.21,0
259,0,214886.16,0
371,0,566457.5,0
326,0,5603.82,0
686,0,33272.14,0
236,0,96666.08,0
371,0,442476.42,0
403,0,21785.4,0
527,0,181489.39,0
281,0,172679.78,0
323,0,64546.48,0
313,1,90469.02,0
380,1,51678.49,0
208,0,218639.77,0
208,1,41292.32,0
596,0,93046.83,0
395,0,150690.6,0
160,0,97888.87,0
546,0,234587.11,0
297,0,175046.04,0
382,0,75790.24,0
422,0,338809.39,0
691,0,321329.57,0
369,0,124694.11,0
644,1,136399.8,0
398,0,387001.35,0
371,0,205255.25,0
522,0,239097.52,0
585,0,81312.45,0
399,0,54540.75,0
540,0,271199.38,0
420,0,174271.55,0
564,0,290296.98,0
378,0,177414.39,0
352,0,287390.67,0
659,0,250710.27,0
380,0,38262.62,0
253,0,26174.18,0
349,0,67133.89,0
394,0,284240.22,0
277,0,226011.62,0
181,0,6120.59,0
348,0,301016.08,0
403,0,28308.89,0
351,0,350734.66,0
374,0,363700.53,0
34,0,117944.52,0
354,0,193650.98,0
403,0,189944.28,0
303,0,6313.52,0
403,1,141438.43,0
403,0,2178303.49,1
404,0,233261.7,0
691,0,336508.66,0
280,0,15120.92,0
307,0,35928.03,0
576,0,7054.36,0
325,1,117623.48,0
403,0,170997.97,0
306,0,346476.96,0
259,0,66242.59,0
401,0,4975.39,0
394,0,16020.71,0
643,1,1707.4,1
371,0,11861.93,0
354,0,55964.71,0
647,1,61846.05,1
394,0,86907.05,0
413,0,786278.72,1
357,0,261381.49,0
186,0,26672.27,0
301,0,227171.79,0
376,0,52897.81,0
404,0,77961.45,0
684,0,90063.25,0
381,0,76918.49,0
357,0,92111.56,0
348,0,235718.69,0
398,0,81254.48,0
592,0,9484.36,0
332,0,107562.87,0
355,0,286733.2,0
203,0,50440.08,0
420,0,163271.59,0
210,0,95388.41,0
322,0,269061.2,0
211,0,56261.49,0
309,0,97805.27,0
683,0,401154.57,0
403,0,110285.28,0
308,0,17501.41,0
396,0,42677.77,0
177,0,222698.44,0
300,0,92393.82,0
354,0,350854.96,0
371,0,332940.93,0
212,0,167666.47,0
544,0,136102.35,0
249,0,39761.47,0
301,0,49160.85,0
401,0,364832.66,0
347,0,349671.89,0
325,0,342723.92,0
376,0,82365.33,0
300,0,20429.84,0
571,0,207742.08,0
300,0,213146.05,0
688,0,25488.04,0
548,0,4941.73,0
325,0,52322.28,0
393,0,256525.57,0
448,0,299421.59,0
379,0,246072.12,0
402,0,81602.85,0
619,0,75165.22,0
588,0,71859.26,0
235,0,58131.1,0
208,0,38796.85,0
571,0,222831.07,0
302,0,264801.47,0
371,0,166602.66,0
679,0,403274.41,1
309,0,276358.62,0
353,0,1040.51,0
402,0,33251.36,0
352,0,388100.33,0
399,0,102345.12,0
237,0,154167.87,0
209,0,13747.68,0
402,0,229778.57,0
404,0,285279.64,0
684,0,136570.04,0
255,0,21092.19,0
329,0,314081.97,0
380,0,108634.24,0
380,0,92273.31,0
354,0,172736.95,0
251,0,9081.08,0
284,0,53519.72,0
287,0,103275.9,0
300,0,11532.22,0
273,0,41169.29,0
305,0,12184.18,0
330,0,66361.08,0
401,0,155495.35,0
371,0,51519.7,0
400,0,370493.38,0
325,0,28620.9,0
332,0,156634.73,0
346,0,108229.41,0
684,0,336014.49,0
403,0,241330.74,0
629,1,114253.58,1
371,0,274433.32,0
328,0,30226.4,0
330,0,176379.69,0
382,0,65928.51,0
211,0,3253.58,0
328,0,214945.03,0
178,0,105432.46,0
274,0,6014.24,0
376,0,123578.53,0
326,0,281928.28,0
405,0,72613.57,0
138,0,109664.55,0
397,0,328801.36,0
332,0,37508.05,0
355,0,90510.36,0
331,0,15178.93,0
585,0,26808.35,0
372,0,94759.84,0
563,0,177835.33,0
688,0,161870.09,0
280,0,209834.12,0
401,0,347604.21,0
399,0,109998.41,0
402,0,123373.58,0
307,0,190918.62,0
301,0,475920.86,0
307,0,142743.09,0
402,0,27631.65,0
469,0,149032.14,0
393,0,247510.48,0
330,0,61041.06,0
307,0,155245.42,0
253,0,57814.6,0
398,0,293051.06,0
402,0,30975.44,0
542,0,25000.14,0
306,0,113594.48,0
690,0,71096.18,0
345,0,190108.91,0
302,0,99806.42,0
565,0,171574.96,0
276,0,259740.73,0
355,0,9413.39,0
396,0,581240.69,0
236,0,207029.86,0
208,0,151853.45,0
375,0,173683.37,0
329,0,85853.2,0
260,0,45406.3,0
250,0,6926.91,0
405,0,129053.31,0
258,0,42396.31,0
690,0,96193.33,0
348,0,151403.37,0
408,0,8435.29,0
306,0,190900.97,0
348,0,237033.84,0
129,0,86775.07,0
352,0,52185.98,0
328,0,99592.26,0
379,0,156733.85,0
619,0,62942.06,0
393,0,10537.44,0
225,0,270424.26,0
326,0,6600.5,0
251,0,57899.04,0
590,0,48489.34,0
595,0,147927.07,0
571,0,337776.88,0
400,0,309814.99,0
353,0,128249.86,0
370,0,21888.24,0
205,0,24299.14,0
404,0,89872.32,0
299,0,382004.21,0
352,0,178580.89,0
324,0,4971.96,0
563,0,417821.69,0
371,0,156659.86,0
594,0,66299.94,0
329,0,84602.97,0
397,0,74011.3,0
256,0,75164.28,0
327,0,148401.72,0
544,0,38800.74,0
688,0,292194.25,0
674,0,64083.54,1
471,0,139653.86,0
256,0,10725.22,0
257,0,141368.92,0
370,0,334156.66,0
356,0,70916.7,0
403,0,17791.3,0
394,0,61197.69,0
352,0,205835.59,0
225,0,91311.55,0
397,0,103455.67,0
379,0,150898.28,0
399,0,210227.28,0
612,0,246644.2,0
41,0,149.9,0
586,0,119793.33,0
346,0,72694.2,0
373,0,263405.74,0
400,0,35363.85,0
469,0,177512.04,0
594,0,339274.91,0
329,0,539427.64,0
300,0,91668.27,0
182,0,175.31,0
351,0,188553.82,0
303,0,88332.69,0
237,0,59460.91,0
544,0,213639.76,0
355,0,265606.76,0
398,0,279903.74,0
399,0,377674.59,0
237,0,18916.17,0
640,0,6302.53,0
396,0,170270.0,0
326,0,188227.8,0
710,0,66482.48,0
331,0,20769.51,0
404,0,155041.76,0
349,0,47584.41,0
286,0,21781.8,0
403,0,21.69,0
400,1,41659.75,0
428,0,40010.11,0
256,0,91464.51,0
162,0,7647.97,0
402,0,46880.08,0
401,0,67145.09,0
400,0,113592.94,0
306,1,71212.53,0
378,0,69609.89,0
356,0,144278.74,0
249,0,310614.56,0
400,0,354260.28,0
692,0,90076.81,0
405,0,126770.65,0
348,0,445848.43,0
395,0,97748.72,0
349,0,55506.8,0
214,1,82326.44,0
589,0,291026.29,0
403,0,169838.62,0
351,0,487471.78,0
566,0,204525.18,0
588,0,307254.93,0
346,0,324764.52,0
378,0,115917.46,0
451,0,71167.42,0
393,0,68630.93,0
372,0,399701.62,0
400,0,54271.29,0
378,0,187680.48,0
546,0,384933.38,0
352,0,277572.55,0
182,0,196594.8,0
350,0,82925.97,0
275,0,34393.6,0
522,0,145629.97,0
551,1,20801.4,0
235,0,238090.99,0
571,0,22884.8,0
236,0,4460.67,0
374,0,244825.85,0
354,0,238241.91,0
308,0,104640.42,0
250,0,303082.28,0
330,0,132589.91,0
378,0,218614.49,0
690,0,21168.36,0
332,0,84057.87,0
301,0,42960.13,0
282,0,45424.45,0
426,0,258029.89,0
397,0,138634.37,0
550,0,42841.22,0
400,0,306197.31,0
351,0,439263.29,0
372,0,57233.17,0
398,0,467403.34,0
379,0,22876.49,0
375,0,55911.74,0
305,0,293584.95,0
308,0,10190.38,0
305,0,161602.03,0
307,0,356442.62,0
330,0,26795.1,0
545,0,156005.82,0
284,0,26828.87,0
540,0,73593.32,0
42,0,100822.55,0
331,0,220694.92,0
592,0,170717.45,0
376,0,111271.66,0
330,0,191014.04,0
355,0,201686.18,0
380,0,164719.62,0
355,0,36010.47,0
690,0,293099.27,0
130,0,14584.34,0
396,0,51108.0,0
372,0,195636.07,0
402,0,271132.11,0
326,0,46240.77,0
302,0,130867.34,0
323,0,65170.02,0
354,0,95785.68,0
371,0,163018.27,0
355,0,97673.02,0
332,0,43686.03,0
540,0,300425.7,0
402,0,89328.28,0
542,0,274663.96,0
594,0,102224.59,0
542,0,44706.45,0
544,0,32444.48,0
379,1,143039.2,0
356,1,144138.08,0
357,0,96926.67,0
282,0,161573.12,0
375,0,52126.83,0
305,0,188610.95,0
688,0,7.59,0
377,0,378863.12,0
404,0,66250.22,0
490,0,415744.03,0
517,0,300570.88,0
380,1,1962.84,0
309,0,126379.37,0
375,0,456701.11,0
402,0,83299.4,0
302,0,99924.16,0
303,0,493.18,0
301,0,154758.6,0
349,0,108128.39,0
592,0,91156.92,0
284,0,115087.18,0
257,0,10881.62,0
329,0,689.38,0
329,0,4324.29,0
403,0,38481.46,0
258,0,180795.78,0
402,0,70343.12,0
476,0,136504.12,0
718,0,61777.58,0
612,0,43241.43,0
565,0,94132.77,0
547,0,160676.32,0
360,0,154929.19,0
330,0,9217.79,0
136,1,2339.06,0
181,0,2316.37,0
235,0,74999.23,0
396,0,75945.92,0
379,0,162337.46,0
42,0,487.44,0
403,0,98005.38,0
262,0,124729.83,0
355,0,164943.55,0
355,0,138016.76,0
394,0,186978.45,0
548,0,143035.7,0
397,0,216418.78,0
379,0,43881.53,0
257,0,263224.43,0
681,0,342398.88,0
401,0,100232.01,0
306,0,263289.78,0
350,0,449972.59,0
350,0,108108.85,0
681,0,1477.36,0
397,0,224468.8,0
353,0,187765.34,0
426,0,94654.64,0
404,0,32889.31,0
352,0,183907.67,0
686,0,70486.31,0
399,0,13722.3,0
354,0,87742.43,0
374,0,146541.1,0
188,0,18089.31,0
332,0,213145.18,0
331,0,259244.89,0
596,0,40397.62,0
355,0,228812.56,0
380,0,330993.71,0
661,0,132968.76,0
404,0,23868.57,0
303,0,458221.56,0
402,0,77847.52,0
396,0,126525.8,0
500,0,70161.66,0
256,0,69332.49,0
352,0,207692.47,0
378,0,237310.27,0
329,0,436138.44,0
324,0,243888.36,0
358,0,14201.39,0
380,0,10393.47,0
226,0,207108.14,0
404,0,41040.86,0
400,0,101081.35,0
589,0,152960.64,0
256,1,87152.23,0
357,0,166055.68,0
374,0,102366.87,0
322,0,395855.2,0
302,0,4128.38,0
307,1,29974.23,0
331,0,78999.69,0
307,0,8958.35,0
305,0,140220.06,0
353,0,16811.51,0
252,0,354914.07,0
236,0,24264.06,0
139,0,51197.22,0
404,0,141817.16,0
542,0,410818.63,0
283,0,158117.47,0
275,0,146997.23,0
281,0,12435.65,0
351,0,184200.58,0
17,0,134864.81,0
280,0,66661.03,0
299,0,104325.92,0
355,0,168285.15,0
399,0,53385.25,0
202,1,33222.2,0
254,0,117159.87,0
667,0,112440.2,0
352,0,234277.23,0
691,0,250833.55,0
280,0,175952.19,0
281,0,16313.65,0
284,0,151254.66,0
252,0,5674.77,0
592,0,461156.83,0
181,0,10824.59,0
297,0,7144.23,0
334,1,40316.33,0
369,0,494912.68,0
286,0,30551.9,0
332,0,15130.36,0
384,1,152419.64,0
279,0,11182.86,0
403,0,265068.27,0
540,0,68379.65,0
637,1,178365.19,0
257,0,117450.31,0
370,0,207861.34,0
377,0,122435.94,0
372,0,245860.73,0
492,0,43851.4,0
329,0,121579.74,0
300,1,188376.66,0
234,0,89807.96,0
380,0,70605.95,0
402,0,181373.28,0
339,0,373531.87,1
595,1,53124.84,0
307,0,256215.4,0
495,0,195876.88,0
330,0,14914.06,0
348,0,305298.94,0
542,0,122794.85,0
394,0,125664.15,0
403,1,113349.85,0
308,0,275429.33,0
564,0,38535.5,0
346,0,178889.28,0
393,0,85362.23,0
256,0,19324.13,0
